product_id,reporting_date,country_code,units,price,sales,cogs,discounts,refunds,advertising_fees,returns,sde,fees
8,2022-02-05,de,6,21.125,126.75,-33.42,0.0,-23.39,-23.38,,16.86,-29.7
1,2022-02-05,it,1,45.07,45.07,-15.27,0.0,,-5.82,,10.32,-13.66
4,2022-02-05,it,1,16.39,16.39,-5.53,0.0,,-5.82,,-2.09,-7.13
54,2022-02-05,de,18,13.813888889000001,248.65,-77.4,-5.03,,-70.15,,9.04,-87.03
30,2022-02-05,us,1,20.95,20.95,-7.09,0.0,,-4.44,1.0,8.93,-7.58
9,2022-02-05,de,15,7.837333332999999,117.56,-22.05,-3.77,,-58.46,,-16.22,-49.5
22,2022-02-05,de,5,29.704,148.52,-23.35,-1.68,,-19.49,,60.85,-43.15
18,2022-02-05,fr,1,24.99,24.99,-5.72,0.0,,-3.5,,5.29,-10.48
8,2022-02-05,fr,2,16.66,33.32,-11.14,0.0,,-6.99,,2.17,-13.02
10,2022-02-05,de,3,15.306666667,45.92,-9.21,-2.56,-14.07,-11.69,,-6.37,-14.76
18,2022-02-05,nl,2,24.79,49.58,-11.44,0.0,,-1.23,,20.23,-16.68
34,2022-02-06,us,1,11.34,11.34,-2.55,0.0,,-3.37,,1.17,-4.25
17,2022-02-06,us,37,35.547837838,1315.27,-194.78,-56.38,-108.68,-124.73,3.0,521.84,-319.39
18,2022-02-06,nl,1,27.28,27.28,-5.72,-2.06,,-0.49,,10.67,-8.34
4,2022-02-06,de,10,21.480999999999998,214.81,-55.3,-4.18,,-39.86,1.0,71.5,-49.5
54,2022-02-06,de,21,13.602857143,285.66,-90.3,-3.02,,-83.7,,13.21,-95.43
9,2022-02-06,it,1,7.37,7.37,-1.47,0.0,,-4.17,,-4.96,-6.6899999999999995
18,2022-02-06,de,31,29.853548386999996,925.46,-177.32,-12.22,,-123.55,2.0,331.65,-286.44
6,2022-02-06,de,4,21.0,84.0,-19.8,-9.45,,-15.94,,19.91,-18.9
14,2022-02-06,us,2,47.415,94.83,-29.02,-7.54,,-6.74,,28.78,-22.75
37,2022-02-06,de,13,22.227692308,288.96,-91.78,-9.22,,-51.81,,53.34,-82.81
41,2022-02-06,de,5,25.956,129.78,-34.75,-3.35,,-19.93,1.0,43.6,-35.1
18,2022-02-06,us,22,26.526363636,583.58,-133.87,-52.28,-23.04,-74.16,,108.29,-191.94
5,2022-02-06,de,5,21.138,105.69,-27.35,0.0,,-19.93,,33.66,-24.75
20,2022-02-06,us,8,26.1825,209.46,-50.5,-6.13,-69.12,-26.97,,-18.81,-75.55
22,2022-02-06,us,21,26.812857143000002,563.07,-100.65,-39.23,-46.08,-70.79,,132.92,-173.39999999999998
21,2022-02-06,us,14,36.577857143,512.09,-58.06,-37.43,-53.76,-47.2,1.0,181.19,-134.45
32,2022-02-06,de,49,21.301836735,1043.79,-224.42,-13.08,,-195.29,1.0,238.25,-377.33000000000004
24,2022-02-06,de,34,34.057647059000004,1157.96,-376.38,-13.26,,-135.51,,339.73,-293.08
11,2022-02-06,de,10,16.117,161.17,-19.4,-8.38,,-39.86,,41.33,-52.2
10,2022-02-06,de,3,13.44,40.32,-9.21,0.0,,-11.96,,4.39,-14.76
5,2022-02-06,es,1,16.52,16.52,-5.47,0.0,,-5.66,,-4.2,-9.59
33,2022-02-06,de,3,8.393333333,25.18,-2.64,0.0,,-11.96,,4.73,-5.85
34,2022-02-06,nl,1,10.75,10.75,-2.09,-2.06,,-0.49,,2.85,-3.26
35,2022-02-06,de,1,26.88,26.88,-3.96,0.0,,-3.99,,11.61,-7.32
12,2022-02-06,fr,1,24.99,24.99,-3.53,0.0,,-3.57,,9.18,-8.71
15,2022-02-06,us,2,43.645,87.29,-27.61,0.0,,-6.74,,30.19,-22.75
34,2022-02-06,fr,6,8.328333333,49.97,-12.54,0.0,,-21.42,,-3.13,-19.14
38,2022-02-06,de,9,42.231111111,380.08,-109.89,-1.67,,-35.87,,141.57,-91.08
0,2022-02-06,de,5,47.2,236.0,-81.9,-3.83,,-19.93,,69.09,-61.25
32,2022-02-06,it,1,24.58,24.58,-4.58,0.0,,-4.17,,2.88,-12.950000000000001
18,2022-02-06,it,2,27.285,54.57,-11.44,0.0,,-8.34,,15.05,-19.740000000000002
1,2022-02-06,de,3,47.54,142.62,-45.81,-3.35,,-11.96,,44.75,-36.75
18,2022-02-06,fr,4,26.24,104.96,-22.88,0.0,,-14.28,,25.88,-41.92
43,2022-02-06,de,19,17.133684211,325.54,-113.62,-4.19,-15.83,-75.73,2.0,23.25,-104.88
34,2022-02-06,de,37,8.772972973,324.6,-77.33,-13.82,,-147.46,,-11.74,-97.72999999999999
8,2022-02-06,de,3,21.693333333,65.08,-16.71,-1.12,,-11.96,,20.44,-14.85
8,2022-02-06,it,2,16.39,32.78,-11.14,0.0,,-8.34,,1.92,-11.379999999999999
4,2022-02-06,it,1,16.39,16.39,-5.53,0.0,,-4.17,,-0.44,-7.13
22,2022-02-06,de,8,31.14625,249.17,-37.36,-11.74,,-31.88,,99.15,-69.03999999999999
32,2022-02-06,fr,3,24.923333333000002,74.77,-13.74,0.0,,-10.71,1.0,15.93,-38.97
34,2022-02-06,it,5,8.288,41.44,-10.45,0.0,,-20.85,,-5.56,-15.7
44,2022-02-06,de,30,17.170666667,515.12,-179.4,-9.39,,-119.57,,41.16,-165.6
9,2022-02-06,de,8,8.29875,66.39,-11.76,-5.03,,-31.88,,-8.68,-26.4
19,2022-02-06,de,1,46.21,46.21,-14.64,0.0,,-3.99,,15.33,-12.25
25,2022-02-06,de,17,23.904117647,406.37,-125.12,-3.6,,-67.75,2.0,93.96,-115.94
20,2022-02-06,de,10,30.089000000000002,300.89,-58.6,-6.71,,-39.86,1.0,103.32,-92.4
3,2022-02-06,de,8,46.70875,373.67,-128.96,-3.35,,-31.88,,111.48,-98.0
8,2022-02-06,fr,2,17.42,34.84,-11.14,-1.38,,-7.14,,2.16,-13.02
7,2022-02-06,de,6,21.125,126.75,-31.08,0.0,,-23.91,,42.06,-29.7
2,2022-02-06,fr,1,50.82,50.82,-17.25,-4.16,,-3.57,,9.98,-15.86
31,2022-02-06,us,1,19.35,19.35,-5.19,-1.89,,-3.37,,0.4,-8.5
34,2022-02-06,es,1,8.26,8.26,-2.09,0.0,,-5.66,,-5.58,-6.09
40,2022-02-06,de,2,25.765,51.53,-13.9,-0.95,,-7.97,,14.67,-14.04
26,2022-02-06,us,24,35.456666667,850.96,-138.92,-36.06,-104.83,-80.91,4.0,257.53,-244.29
42,2022-02-06,de,5,25.465999999999998,127.33,-34.75,-1.12,-27.25,-19.93,,9.18,-35.1
12,2022-02-06,de,3,25.2,75.6,-10.59,0.0,,-11.96,1.0,35.52,-21.06
2,2022-02-06,de,3,48.87,146.61,-51.75,-6.71,,-11.96,,38.03,-38.160000000000004
36,2022-02-06,de,12,16.085,193.02,-26.64,0.0,,-47.83,,54.11,-64.44
32,2022-02-07,it,1,24.58,24.58,-4.58,0.0,,-5.71,,-56.09,-70.38
11,2022-02-07,se,1,14.9,14.9,-1.94,0.0,,-0.18,,6.91,-5.87
6,2022-02-07,fr,1,16.66,16.66,-4.95,0.0,,-2.97,,2.23,-6.51
22,2022-02-07,it,4,25.9325,103.73,-18.68,0.0,,-22.84,,-217.31,-279.52
22,2022-02-07,fr,1,29.98,29.98,-4.67,-4.16,,-2.97,,7.93,-10.25
1,2022-02-07,de,2,48.205,96.41,-30.54,-3.35,,-2.86,,26.59,-33.07
18,2022-02-07,fr,3,26.653333333000003,79.96,-17.16,-4.16,,-8.91,,18.29,-31.44
44,2022-02-07,de,20,16.881,337.62,-119.6,-1.68,-17.59,-28.64,2.0,41.82,-140.25
32,2022-02-07,fr,1,24.99,24.99,-4.58,0.0,,-2.97,,4.45,-12.99
10,2022-02-07,nl,1,13.21,13.21,-3.07,0.0,,-0.28,,4.98,-4.88
26,2022-02-07,us,25,36.074,901.85,-144.88,-54.68,-246.83,-75.44,8.0,-114.54,-500.36
18,2022-02-07,us,33,26.711515151999997,881.48,-201.05,-52.02,-89.96,-99.58,2.0,-93.73,-532.5999999999999
17,2022-02-07,us,49,35.590204082,1743.92,-258.27,-73.29,-26.91,-147.86,3.0,272.7,-975.4300000000001
20,2022-02-07,de,8,29.89875,239.19,-46.88,-3.35,-61.58,-11.45,1.0,20.76,-95.17
22,2022-02-07,us,16,24.706875,395.31,-76.78,-20.72,-43.83,-48.28,2.0,-21.31,-231.81
24,2022-02-07,de,25,34.1072,852.68,-276.75,-5.59,-35.19,-35.8,2.0,208.39,-290.96
2,2022-02-07,de,3,46.21,138.63,-51.75,0.0,,-4.3,,32.1,-50.480000000000004
7,2022-02-07,de,1,21.0,21.0,-5.18,0.0,-46.78,-1.43,3.0,-28.85,-6.82
34,2022-02-07,es,3,8.256666667000001,24.77,-6.27,0.0,,-16.79,,-16.56,-18.27
9,2022-02-07,es,1,7.43,7.43,-1.47,0.0,,-5.6,,-6.33,-6.6899999999999995
4,2022-02-07,de,18,21.091666667000002,379.65,-99.54,-0.37,-23.39,-25.77,3.0,124.34,-122.82999999999998
38,2022-02-07,de,8,42.5875,340.7,-97.68,-6.57,,-11.45,,114.15,-110.85
42,2022-02-07,de,2,27.175,54.35,-13.9,-3.35,,-2.86,,15.37,-18.869999999999997
54,2022-02-07,de,11,14.509090909000001,159.6,-47.3,0.0,,-15.75,,31.76,-64.78999999999999
8,2022-02-07,it,2,16.39,32.78,-11.14,0.0,,-11.42,,-77.75,-87.97
13,2022-02-07,us,1,43.7,43.7,-16.11,0.0,-39.5,-3.02,,-37.96,-23.03
8,2022-02-07,de,3,21.0,63.0,-16.71,0.0,,-4.3,2.0,27.11,-20.45
18,2022-02-07,es,1,24.79,24.79,-5.72,0.0,,-5.6,,0.42,-13.05
34,2022-02-07,us,3,11.353333333,34.06,-7.66,0.0,,-9.05,,-4.7,-22.049999999999997
11,2022-02-07,de,10,15.092,150.92,-19.4,0.0,-15.83,-14.32,,35.76,-65.61
36,2022-02-07,de,7,15.941428571,111.59,-15.54,0.0,,-10.02,,38.53,-47.5
6,2022-02-07,de,2,21.335,42.67,-9.9,-3.15,,-2.86,1.0,18.32,-13.39
0,2022-02-07,fr,1,54.99,54.99,-16.38,0.0,,-2.97,,21.23,-14.41
9,2022-02-07,de,9,7.674444444,69.07,-13.23,0.0,,-12.89,1.0,8.58,-35.84
21,2022-02-07,us,8,35.705,285.64,-33.22,-14.96,-53.83,-24.14,5.0,13.07,-154.72
8,2022-02-07,fr,2,17.155,34.31,-11.14,-0.83,,-5.94,,3.38,-13.02
32,2022-02-07,de,46,21.279565217000002,978.86,-210.68,-10.27,,-65.86,2.0,255.1,-441.5300000000001
18,2022-02-07,de,43,29.908604650999997,1286.07,-245.96,-18.07,-92.37,-61.57,3.0,376.55,-491.54999999999995
20,2022-02-07,us,7,26.21428571400001,183.5,-44.24,-7.75,-23.07,-21.12,,-28.59,-115.91
30,2022-02-07,us,1,20.97,20.97,-7.1,0.0,,-3.02,1.0,4.65,-13.3
34,2022-02-07,de,36,8.723055556,314.03,-75.24,-8.8,-17.58,-51.55,3.0,49.08,-118.05000000000001
33,2022-02-07,de,4,8.39,33.56,-3.52,0.0,,-5.73,,13.53,-10.78
5,2022-02-07,de,5,21.398000000000003,106.99,-27.35,-1.67,,-7.16,,36.55,-34.26
41,2022-02-07,de,4,25.2,100.8,-27.8,-3.78,,-5.73,1.0,34.08,-36.36
37,2022-02-07,de,13,21.134615385,274.75,-91.78,-0.84,,-18.61,1.0,56.3,-107.22
43,2022-02-07,de,12,17.409166667,208.91,-71.76,-6.14,,-17.18,3.0,46.97,-84.8
18,2022-02-07,it,1,24.58,24.58,-5.72,0.0,,-5.71,,-54.15,-67.3
35,2022-02-07,de,1,26.88,26.88,-3.96,0.0,-28.15,-1.43,,-16.37,-9.71
34,2022-02-07,nl,1,8.73,8.73,-2.09,0.0,,-0.28,,3.1,-3.26
19,2022-02-07,de,2,46.21,92.42,-29.28,0.0,,-2.86,,27.57,-32.71
11,2022-02-07,fr,2,15.83,31.66,-3.88,0.0,,-5.94,,7.82,-14.02
25,2022-02-07,de,21,23.74952381,498.74,-154.56,-6.32,-24.63,-30.07,1.0,96.26,-186.9
15,2022-02-07,us,2,43.695,87.39,-27.64,0.0,,-6.04,,7.1,-46.61
8,2022-02-07,es,1,16.52,16.52,-5.57,0.0,-18.67,-5.6,,-21.47,-8.15
40,2022-02-07,de,1,25.2,25.2,-6.95,0.0,-26.39,-1.43,3.0,-4.93,-9.26
1,2022-02-07,fr,1,45.83,45.83,-15.27,0.0,,-2.97,,13.49,-14.1
22,2022-02-07,de,12,29.38,352.56,-56.04,0.0,,-17.18,,144.46,-134.88
0,2022-02-07,de,7,46.21,323.47,-114.66,0.0,-48.63,-10.02,1.0,52.05,-114.49
3,2022-02-07,de,7,47.492857143,332.45,-112.84,-7.55,-98.91,-10.02,1.0,-12.16,-115.28999999999999
34,2022-02-07,fr,16,7.266875,116.27,-33.44,-2.49,,-47.51,,-14.53,-47.36
10,2022-02-07,de,8,13.745,109.96,-24.56,0.0,,-11.45,,24.82,-49.129999999999995
2,2022-02-07,fr,1,48.33,48.33,-17.25,-2.08,,-2.97,,10.17,-15.86
34,2022-02-07,it,2,8.19,16.38,-4.18,0.0,,-11.42,,-43.77,-44.550000000000004
24,2022-02-08,de,36,33.759722222,1215.35,-398.52,-5.71,-98.53,-124.11,2.0,278.16,-310.32
8,2022-02-08,fr,3,16.66,49.98,-16.71,0.0,,-8.6,,5.14,-19.53
36,2022-02-08,de,10,16.066,160.66,-22.2,-1.69,,-34.47,,48.74,-53.56
42,2022-02-08,de,1,25.2,25.2,-6.95,0.0,,-3.45,1.0,14.73,-7.02
54,2022-02-08,de,10,15.12,151.2,-43.0,0.0,,-34.47,,26.63,-47.1
1,2022-02-08,de,4,50.3575,201.43,-61.08,-3.35,-92.62,-13.79,1.0,-19.76,-50.349999999999994
6,2022-02-08,nl,1,17.77,17.77,-4.95,-1.03,,-0.55,,6.83,-4.41
20,2022-02-08,us,8,32.94375,263.55,-50.65,-36.33,,-57.59,,39.47,-79.50999999999999
17,2022-02-08,us,38,36.075,1370.85,-200.66,-87.33,-82.04,-273.53,6.0,340.48,-386.80999999999995
41,2022-02-08,de,4,26.145,104.58,-27.8,-3.35,-26.39,-13.79,,5.17,-28.08
44,2022-02-08,de,8,17.215,137.72,-47.84,-3.63,-35.18,-27.58,,-20.52,-44.010000000000005
34,2022-02-08,us,2,13.125,26.25,-5.11,0.0,,-14.4,,-2.31,-9.05
8,2022-02-08,it,1,16.39,16.39,-5.57,0.0,,-4.86,1.0,5.84,-5.6899999999999995
5,2022-02-08,de,7,21.675714285999998,151.73,-38.29,-5.45,-23.39,-24.13,,26.02,-34.45
3,2022-02-08,fr,1,45.83,45.83,-16.12,0.0,,-2.87,,12.74,-14.1
43,2022-02-08,de,12,17.065833333,204.79,-71.76,-3.64,-35.18,-41.37,,-13.25,-66.09
8,2022-02-08,de,5,22.354,111.77,-27.85,-4.19,,-17.24,1.0,43.31,-24.75
22,2022-02-08,it,3,24.58,73.74,-14.01,0.0,,-14.58,,17.28,-27.87
18,2022-02-08,nl,1,25.28,25.28,-5.72,-0.4,,-0.55,,10.27,-8.34
32,2022-02-08,fr,2,26.235,52.47,-9.16,-2.08,,-5.73,,9.52,-25.98
4,2022-02-08,de,3,22.093333333,66.28,-16.59,-2.76,-46.78,-10.34,1.0,-19.51,-14.85
32,2022-02-08,it,1,24.58,24.58,-4.58,0.0,,-4.86,,2.19,-12.950000000000001
37,2022-02-08,de,15,21.31,319.65,-105.9,-4.19,,-51.71,,62.3,-95.55
33,2022-02-08,fr,1,8.87,8.87,-0.88,0.0,,-2.87,,1.93,-3.19
27,2022-02-08,us,1,18.37,18.37,-6.78,-5.25,,-7.2,,-7.51,-6.65
20,2022-02-08,de,8,29.58875,236.71,-46.88,-1.67,,-27.58,1.0,86.66,-73.92
18,2022-02-08,de,25,30.1968,754.92,-143.0,-13.51,-30.79,-86.19,5.0,250.69,-230.74
32,2022-02-08,se,1,17.99,17.99,-4.58,0.0,,-0.26,,1.73,-11.42
22,2022-02-08,us,11,30.785454545,338.64,-52.88,-19.27,-46.22,-79.18,1.0,43.33,-97.75999999999999
18,2022-02-08,it,1,24.58,24.58,-5.72,0.0,,-4.86,,4.13,-9.870000000000001
19,2022-02-08,de,1,50.41,50.41,-14.64,0.0,,-3.45,,19.62,-12.7
7,2022-02-08,de,4,21.6425,86.57,-20.72,-1.67,-23.39,-13.79,,7.2,-19.8
21,2022-02-08,us,9,35.601111111,320.41,-37.44,-7.53,-29.27,-64.78,1.0,93.86,-87.53
40,2022-02-08,de,2,25.2,50.4,-13.9,0.0,,-6.89,2.0,29.47,-14.04
22,2022-02-08,de,7,30.505714286,213.54,-32.69,-8.18,-30.79,-24.13,2.0,62.27,-60.150000000000006
38,2022-02-08,de,6,42.275,253.65,-73.26,-1.34,-87.98,-20.68,,9.67,-60.72
20,2022-02-08,fr,1,24.99,24.99,-5.86,-5.75,,-2.87,,1.09,-9.42
12,2022-02-08,de,2,25.2,50.4,-7.06,-1.26,,-6.89,,21.38,-13.809999999999999
6,2022-02-08,de,3,20.943333332999998,62.83,-14.85,0.0,-24.06,-10.34,1.0,3.68,-14.85
32,2022-02-08,de,33,21.305151515,703.07,-151.14,-9.45,-46.78,-113.77,4.0,146.02,-254.23000000000002
26,2022-02-08,us,23,36.62,842.26,-133.53,-73.04,-57.01,-165.56,4.0,185.67,-233.26
35,2022-02-08,de,1,26.88,26.88,-3.96,-1.34,,-3.45,,11.05,-7.08
9,2022-02-08,de,11,7.997272727,87.97,-16.95,0.0,-15.82,-37.92,,-17.88,-35.16
0,2022-02-08,de,2,50.305,100.61,-32.76,-3.35,,-6.89,,32.66,-24.950000000000003
18,2022-02-08,fr,2,26.685,53.37,-11.44,-7.0,,-5.73,,9.3,-19.9
34,2022-02-08,fr,9,7.833333333,70.5,-18.81,-5.81,,-25.8,,-6.56,-26.64
11,2022-02-08,fr,2,15.83,31.66,-3.88,0.0,,-5.73,,8.03,-14.02
30,2022-02-08,us,2,22.275,44.55,-14.22,-0.78,,-14.4,,-0.24,-15.39
12,2022-02-08,se,1,25.32,25.32,-3.53,0.0,,-0.26,,13.61,-7.92
34,2022-02-08,it,4,8.19,32.76,-8.36,0.0,,-19.44,,-7.6,-12.56
11,2022-02-08,de,13,15.12,196.56,-25.22,-0.76,,-44.82,,58.04,-67.72
15,2022-02-08,us,2,45.265,90.53,-27.69,-2.98,,-14.4,,22.64,-22.82
18,2022-02-08,us,24,30.640416666999997,735.37,-146.49,-42.73,,-172.76,1.0,153.03,-226.45999999999998
2,2022-02-08,de,1,50.41,50.41,-17.25,0.0,,-3.45,,16.54,-13.17
13,2022-02-08,us,2,43.775,87.55,-32.28,0.0,,-14.4,,18.57,-22.299999999999997
10,2022-02-08,de,3,14.403333332999999,43.21,-9.21,0.0,,-10.34,,8.45,-15.21
33,2022-02-08,de,1,8.39,8.39,-0.88,0.0,-9.35,-3.45,2.0,-5.48,-1.95
34,2022-02-08,de,30,8.779,263.37,-62.7,-9.64,-8.79,-103.42,2.0,8.75,-74.25
25,2022-02-08,de,29,23.582068965999998,683.88,-213.44,-1.67,-24.63,-99.98,,146.38,-197.78
7,2022-02-09,de,6,21.166666667,127.0,-31.08,-0.84,-23.39,-19.7,2.0,32.65,-29.7
34,2022-02-09,fr,18,7.572222222000001,136.3,-37.62,-7.48,,-42.65,,-4.73,-53.28
11,2022-02-09,fr,1,16.66,16.66,-1.94,0.0,,-2.37,,5.34,-7.01
24,2022-02-09,de,38,33.857631579,1286.59,-420.66,-8.39,-35.19,-124.75,2.0,370.04,-327.56
25,2022-02-09,de,20,23.6485,472.97,-147.2,-2.16,,-65.66,2.0,128.91,-136.4
18,2022-02-09,us,41,30.867073170999998,1265.55,-250.2,-60.38,-45.05,-109.83,1.0,421.44,-378.65000000000003
11,2022-02-09,de,10,15.669,156.69,-19.4,-5.13,,-32.83,,47.13,-52.2
19,2022-02-09,de,1,54.4,54.4,-14.64,-3.35,-48.63,-3.28,,-28.2,-12.7
32,2022-02-09,de,30,21.094333332999998,632.83,-137.4,-4.62,-23.39,-98.49,1.0,142.59,-230.92000000000002
20,2022-02-09,us,13,30.634615385,398.25,-82.29,-29.08,,-34.82,2.0,129.17,-129.22
33,2022-02-09,nl,1,8.26,8.26,-0.88,0.0,,-0.47,,3.65,-3.26
12,2022-02-09,fr,1,24.99,24.99,-3.53,0.0,,-2.37,,10.38,-8.71
43,2022-02-09,de,16,17.299375,276.79,-95.68,-4.39,,-52.53,,35.87,-88.32
35,2022-02-09,de,3,26.88,80.64,-11.88,0.0,,-9.85,,36.95,-21.96
4,2022-02-09,de,2,21.0,42.0,-11.06,0.0,-46.78,-6.57,1.0,-26.78,-9.9
17,2022-02-09,us,46,34.899347825999996,1605.37,-242.85,-66.63,,-123.23,1.0,775.54,-397.12
9,2022-02-09,es,1,7.43,7.43,-1.47,0.0,,-8.68,,-9.41,-6.6899999999999995
37,2022-02-09,de,13,21.106153845999998,274.38,-91.78,-0.67,-43.98,-42.68,,12.46,-82.81
40,2022-02-09,de,5,25.998,129.99,-34.75,-3.35,-52.78,-16.41,2.0,1.5,-35.1
33,2022-02-09,de,1,8.39,8.39,-0.88,0.0,-9.35,-3.28,,-7.07,-1.95
34,2022-02-09,it,4,8.19,32.76,-8.36,0.0,,-19.18,,-7.34,-12.56
18,2022-02-09,de,27,29.982592593000003,809.53,-154.44,-13.42,-123.16,-88.64,2.0,186.11,-249.48000000000002
18,2022-02-09,it,1,24.58,24.58,-5.72,0.0,-26.29,-4.8,,-22.1,-9.870000000000001
22,2022-02-09,us,15,30.836666667,462.55,-72.1,-27.87,-45.05,-40.18,3.0,153.76,-133.2
3,2022-02-09,de,6,51.171666667,307.03,-96.72,-4.19,,-19.7,,110.22,-76.2
30,2022-02-09,us,2,23.27,46.54,-14.22,-2.78,,-5.36,,8.79,-15.39
41,2022-02-09,de,1,25.2,25.2,-6.95,0.0,-52.78,-3.28,,-44.83,-7.02
13,2022-02-09,us,3,43.766666666999996,131.3,-48.41,0.0,,-8.04,,41.41,-33.44
34,2022-02-09,de,43,8.985116279,386.36,-89.87,-19.07,,-141.17,,27.55,-108.7
5,2022-02-09,de,4,21.52,86.08,-21.88,-1.12,-23.39,-13.13,,16.73,-9.83
20,2022-02-09,nl,1,24.79,24.79,-5.86,0.0,,-0.47,,10.12,-8.34
0,2022-02-09,de,2,52.405,104.81,-32.76,-3.35,,-6.57,,36.73,-25.4
38,2022-02-09,de,7,42.15,295.05,-85.47,-1.12,,-22.98,,154.51,-30.970000000000006
22,2022-02-09,es,1,24.79,24.79,-4.67,0.0,,-8.68,,-0.85,-12.29
22,2022-02-09,fr,2,24.99,49.98,-9.34,0.0,,-4.74,,15.4,-20.5
11,2022-02-09,nl,2,16.31,32.62,-3.88,-1.02,,-0.94,,16.12,-10.66
36,2022-02-09,de,11,16.201818182,178.22,-24.42,-2.24,,-36.11,,56.38,-59.07
34,2022-02-09,us,5,13.124,65.62,-12.78,0.0,,-13.39,,16.82,-22.63
10,2022-02-09,de,2,14.945,29.89,-6.14,-1.12,,-6.57,,5.92,-10.14
44,2022-02-09,de,14,16.966428570999998,237.53,-83.72,-1.96,-52.77,-45.96,1.0,-11.39,-70.49
8,2022-02-09,fr,1,16.66,16.66,-5.57,0.0,,-2.37,,2.21,-6.51
26,2022-02-09,us,24,35.324583333,847.79,-139.31,-28.24,-142.49,-64.29,8.0,254.86,-230.21
9,2022-02-09,de,10,8.849,88.49,-14.7,-2.51,,-32.83,1.0,9.21,-30.71
20,2022-02-09,de,5,29.8,149.0,-29.3,-1.68,-61.58,-16.41,1.0,-0.31,-46.2
12,2022-02-09,es,1,24.79,24.79,-3.53,0.0,,-8.68,,2.65,-9.93
54,2022-02-09,de,14,15.298571429,214.18,-60.2,-3.61,,-45.96,,38.75,-65.66
8,2022-02-09,de,4,21.0,84.0,-22.28,0.0,,-13.13,2.0,34.36,-19.8
22,2022-02-09,it,2,24.58,49.16,-9.34,0.0,,-9.59,,11.65,-18.58
8,2022-02-09,it,5,16.387999999999998,81.94,-27.85,0.0,,-23.98,,1.66,-28.45
21,2022-02-09,us,14,35.872142857,502.21,-58.22,-30.61,-57.77,-37.5,2.0,183.67,-134.44
18,2022-02-09,fr,3,24.99,74.97,-17.16,0.0,,-7.11,1.0,24.98,-31.44
18,2022-02-09,nl,1,27.28,27.28,-5.72,-2.06,,-0.47,,10.69,-8.34
1,2022-02-09,de,1,49.99,49.99,-15.27,0.0,,-3.28,,18.74,-12.7
42,2022-02-09,de,1,25.2,25.2,-6.95,0.0,,-3.28,,7.95,-7.02
22,2022-02-09,de,9,29.816666667,268.35,-42.03,-3.35,,-29.55,2.0,125.09,-77.67
15,2022-02-09,us,1,43.77,43.77,-13.84,0.0,0.0,-2.68,,15.85,-11.4
32,2022-02-09,fr,2,26.24,52.48,-9.16,-2.08,,-4.74,,10.53,-25.970000000000002
32,2022-02-09,it,2,24.58,49.16,-9.16,0.0,,-9.59,,4.51,-25.900000000000002
18,2022-02-10,it,6,26.146666666999998,156.88,-34.32,-18.02,,-37.55,,10.53,-56.46
22,2022-02-10,us,7,31.604285714,221.23,-33.67,-21.18,-23.12,-26.94,2.0,59.27,-61.86
32,2022-02-10,es,1,20.65,20.65,-4.58,0.0,,-9.43,,-8.16,-14.8
8,2022-02-10,de,10,21.232,212.32,-55.7,-1.95,,-33.63,,71.54,-49.5
9,2022-02-10,nl,1,10.75,10.75,-1.47,-2.06,,-0.72,,2.52,-3.98
27,2022-02-10,us,1,13.13,13.13,-6.78,0.0,,-3.85,,-4.15,-6.65
18,2022-02-10,de,42,30.811428571,1294.08,-240.24,-38.0,-123.16,-141.24,8.0,45.66,-717.22
18,2022-02-10,us,35,31.228285714000002,1092.99,-213.73,-68.13,,-134.72,2.0,350.03,-332.49
34,2022-02-10,de,34,8.692647059,295.55,-71.06,-9.21,,-114.34,2.0,18.26,-84.77000000000001
3,2022-02-10,it,1,45.07,45.07,-16.12,0.0,,-6.26,,9.03,-13.66
9,2022-02-10,de,8,8.74875,69.99,-11.76,-2.51,-7.91,-26.9,,-6.69,-27.6
38,2022-02-10,de,11,42.01,462.11,-134.31,-2.1,,-36.99,1.0,177.77,-110.94
1,2022-02-10,nl,1,45.45,45.45,-15.27,0.0,,-0.72,,17.4,-12.06
30,2022-02-10,us,2,21.895,43.79,-14.23,0.0,,-7.7,,6.45,-15.41
0,2022-02-10,it,1,45.07,45.07,-16.38,0.0,,-6.26,,8.77,-13.66
37,2022-02-10,de,6,22.218333333,133.31,-42.36,-6.14,-21.99,-20.18,2.0,11.48,-38.22
21,2022-02-10,us,10,36.084,360.84,-41.62,-15.15,-83.24,-38.49,6.0,93.59,-97.07
0,2022-02-10,de,6,50.671666667,304.03,-98.28,-1.67,,-20.18,,107.7,-76.2
11,2022-02-10,it,1,15.57,15.57,-1.94,0.0,,-6.26,,0.91,-6.46
11,2022-02-10,de,12,15.285833333,183.43,-23.28,-1.67,,-40.35,,55.49,-62.64
3,2022-02-10,de,7,51.591428571,361.14,-112.84,-7.65,,-23.54,,128.21,-88.9
19,2022-02-10,de,1,50.41,50.41,-14.64,0.0,,-3.36,,19.71,-12.7
54,2022-02-10,de,11,15.188181818,167.07,-47.3,0.0,,-36.99,,30.97,-51.81
26,2022-02-10,us,18,35.922777778000004,646.61,-104.56,-32.52,-142.59,-69.29,5.0,155.53,-153.74
42,2022-02-10,de,4,25.2,100.8,-27.8,0.0,-26.39,-13.45,2.0,18.98,-28.08
34,2022-02-10,fr,3,7.5766666670000005,22.73,-6.27,-1.24,,-8.88,1.0,-2.54,-8.88
